,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1466,2019,0.1476495819,TX.VAL.TECH.MF.ZS,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
1467,2015,0.1378447861,TX.VAL.TECH.MF.ZS,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
1468,2015,7.7854473778,TX.VAL.TECH.MF.ZS,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
1469,2016,7.9300656209,TX.VAL.TECH.MF.ZS,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
1470,2017,7.3899624846,TX.VAL.TECH.MF.ZS,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
1471,2018,6.7970485165,TX.VAL.TECH.MF.ZS,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
1472,2019,6.8858656486,TX.VAL.TECH.MF.ZS,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
1473,2015,3.6106546365,TX.VAL.TECH.MF.ZS,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
1474,2016,3.1973079474,TX.VAL.TECH.MF.ZS,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
1475,2017,3.4027702248000002,TX.VAL.TECH.MF.ZS,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
1476,2018,2.8160139159,TX.VAL.TECH.MF.ZS,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
1477,2019,3.0435442187,TX.VAL.TECH.MF.ZS,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
1478,2015,2.2970243035999998,TX.VAL.TECH.MF.ZS,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
1479,2016,2.0466494473,TX.VAL.TECH.MF.ZS,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
1480,2017,2.0538756682,TX.VAL.TECH.MF.ZS,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
1481,2018,3.5301515914,TX.VAL.TECH.MF.ZS,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
1482,2020,2.1025933938,TX.VAL.TECH.MF.ZS,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
1483,2015,8.7462996999,TX.VAL.TECH.MF.ZS,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
1484,2016,7.4099186012,TX.VAL.TECH.MF.ZS,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
1485,2017,6.438007168,TX.VAL.TECH.MF.ZS,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
1486,2018,5.5789337789,TX.VAL.TECH.MF.ZS,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
1487,2015,5.3110274225,TX.VAL.TECH.MF.ZS,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
1488,2016,2.6179152963,TX.VAL.TECH.MF.ZS,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
1489,2017,2.7214237579000002,TX.VAL.TECH.MF.ZS,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
1490,2018,3.0524010882,TX.VAL.TECH.MF.ZS,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
1491,2019,2.8952658634,TX.VAL.TECH.MF.ZS,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
1492,2015,22.6342228749,TX.VAL.TECH.MF.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1493,2016,23.9271805206,TX.VAL.TECH.MF.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1494,2017,23.093210623,TX.VAL.TECH.MF.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1495,2018,22.7171943235,TX.VAL.TECH.MF.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1496,2019,23.4681303188,TX.VAL.TECH.MF.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1497,2020,23.098625112,TX.VAL.TECH.MF.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1498,2015,21.7598671248,TX.VAL.TECH.MF.ZS,USA,United States,North America,High income,Not classified
1499,2016,22.7237471374,TX.VAL.TECH.MF.ZS,USA,United States,North America,High income,Not classified
1500,2017,19.519901696,TX.VAL.TECH.MF.ZS,USA,United States,North America,High income,Not classified
1501,2018,18.7417405398,TX.VAL.TECH.MF.ZS,USA,United States,North America,High income,Not classified
1502,2019,18.9335479864,TX.VAL.TECH.MF.ZS,USA,United States,North America,High income,Not classified
1503,2020,19.7523940309,TX.VAL.TECH.MF.ZS,USA,United States,North America,High income,Not classified
1504,2015,14.7424875912,TX.VAL.TECH.MF.ZS,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
1505,2016,10.596053421,TX.VAL.TECH.MF.ZS,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
1506,2017,8.4911426328,TX.VAL.TECH.MF.ZS,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
1507,2018,7.6219779741,TX.VAL.TECH.MF.ZS,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
1508,2019,8.1918267771,TX.VAL.TECH.MF.ZS,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
1509,2017,1.6114522356,TX.VAL.TECH.MF.ZS,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
1510,2018,0.46491897390000003,TX.VAL.TECH.MF.ZS,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
1511,2019,0.725248058,TX.VAL.TECH.MF.ZS,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
1512,2020,1.5686608204999999,TX.VAL.TECH.MF.ZS,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
1513,2015,36.3684128071,TX.VAL.TECH.MF.ZS,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
1514,2016,38.055847955,TX.VAL.TECH.MF.ZS,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
1515,2017,41.7380700299,TX.VAL.TECH.MF.ZS,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
1516,2018,40.7512407667,TX.VAL.TECH.MF.ZS,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
1517,2019,40.4360606476,TX.VAL.TECH.MF.ZS,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
1518,2015,0.9619278633,TX.VAL.TECH.MF.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
1519,2016,0.7174036789,TX.VAL.TECH.MF.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
1520,2017,0.615204111,TX.VAL.TECH.MF.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
1521,2018,0.8500221393,TX.VAL.TECH.MF.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
1522,2019,0.9033153873,TX.VAL.TECH.MF.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
1523,2015,8.0168921818,TX.VAL.TECH.MF.ZS,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
1524,2015,6.7869308228000005,TX.VAL.TECH.MF.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1525,2016,27.4133327774,TX.VAL.TECH.MF.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1526,2017,4.1098355468,TX.VAL.TECH.MF.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1527,2018,2.0022616834,TX.VAL.TECH.MF.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1528,2019,2.3137853727,TX.VAL.TECH.MF.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1529,2020,1.366546222,TX.VAL.TECH.MF.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1530,2015,3.2823768299,TX.VAL.TECH.MF.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
1531,2016,5.1681457243,TX.VAL.TECH.MF.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
1532,2017,2.5918611488,TX.VAL.TECH.MF.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
1533,2018,2.0658181449,TX.VAL.TECH.MF.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
1534,2019,4.9546891117000005,TX.VAL.TECH.MF.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
1535,2015,2087.3053230668,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1536,2016,1981.118068507,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1537,2017,2058.4002210698,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1538,2018,2082.6356482136,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1539,2019,2152.3664894209,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1540,2020,2087.6363940006,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1541,2015,11658.8660596051,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1542,2016,12078.8007284137,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1543,2017,12770.9750370811,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1544,2018,13546.4816863125,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1545,2019,14230.9895072106,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1546,2020,13817.7589656756,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1547,2015,12015.6329073378,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1548,2016,11624.3407087852,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1549,2017,11737.4161588301,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1550,2018,11921.7253285832,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1551,2019,11997.3378341915,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1552,2020,11268.2644722324,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1553,2015,7337.5698220494,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1554,2016,7103.2264306109,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1555,2017,7310.8965889551,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1556,2018,7099.9719580993,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1557,2019,6952.4193623685,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1558,2020,6538.4520538729,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1559,2015,18911.3068944389,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1560,2016,19920.2657838504,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1561,2017,19840.2840357026,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1562,2018,21535.330885686,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1563,2019,22460.0192532032,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1564,2020,18942.3880651775,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1565,2015,20105.1989918165,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1566,2016,20307.870052142,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1567,2017,23597.117752839,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1568,2018,23305.847419406,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1569,2019,22996.9855202977,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1570,2020,20767.6105001703,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1571,2015,9969.6648539782,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1572,2016,10704.2297624759,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1573,2017,12115.1392902637,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1574,2018,13020.3963185992,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1575,2019,14231.180188533,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1576,2020,13284.160830729,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1577,2015,37311.7503195981,NY.GDP.PCAP.PP.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
1578,2016,37585.0250792115,NY.GDP.PCAP.PP.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
1579,2017,38897.122666275,NY.GDP.PCAP.PP.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
1580,2015,46288.3344786414,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1581,2016,47339.969213264,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1582,2017,48482.6474614392,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1583,2018,50252.8404567524,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1584,2019,52203.1322876387,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1585,2020,52518.3244830382,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1586,2015,49865.9039424185,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1587,2016,52684.0171130768,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1588,2017,54169.9639937065,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1589,2018,57050.3513549091,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1590,2019,58649.6683148852,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1591,2020,55097.4612258328,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1592,2015,14938.4011276715,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1593,2016,14371.0227410092,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1594,2017,14121.4069355591,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1595,2018,14550.8204045494,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1596,2019,15049.9385648137,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1597,2020,14451.9836966507,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1598,2015,33424.2446640741,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1599,2016,34154.9814490258,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1600,2017,36298.4480017563,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1601,2018,37908.8381385227,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1602,2019,38669.3350131335,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1603,2020,32453.5295740897,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1604,2015,45575.7835718316,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1605,2016,44768.9709139461,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1606,2017,47709.7780156397,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1607,2018,47309.7095539899,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1608,2019,46966.0262725818,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1609,2020,43181.2106255754,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1610,2015,3555.505259706,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1611,2016,3848.9576636919,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1612,2017,4160.7033247153,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1613,2018,4547.4795716194,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1614,2019,4954.7614000529,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1615,2020,5082.6807503643,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1616,2015,15510.6612056616,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1617,2016,15951.9586760888,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1618,2017,15789.0411622149,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1619,2018,16051.2558119276,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1620,2019,16300.422208391,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1621,2020,13576.8017995317,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1622,2015,18041.2425036167,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1623,2016,17725.7521791512,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1624,2017,18280.1989190642,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1625,2018,19338.6664376772,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1626,2019,20098.5989768733,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1627,2020,20199.6984928506,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1628,2015,46200.904454307,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1629,2016,48597.3999826201,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1630,2017,50442.2705419623,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1631,2018,52662.5329289973,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1632,2019,54709.4669035074,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1633,2020,51968.1920227771,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1634,2015,7235.7101776584,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1635,2016,7236.9309594066,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1636,2017,7193.6343099034,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1637,2018,7436.2264215185,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1638,2019,7558.6046557447,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1639,2020,6455.9617526987,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1640,2015,2886.8291371897,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1641,2016,3004.8078049909,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1642,2017,3044.5171562032,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1643,2018,3236.670417183,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1644,2019,3426.3296544539,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1645,2020,3505.6351635826,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1646,2015,71873.2280578182,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
1647,2016,76362.0514142141,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
1648,2017,81834.9558735543,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
1649,2018,83377.0646748086,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
1650,2019,85263.7630031759,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
1651,2015,9500.6507156498,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1652,2016,10457.244384538,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1653,2017,11142.4746724654,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1654,2018,11620.9159001164,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1655,2019,12332.5394928352,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1656,2020,11508.1741774838,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1657,2015,7133.8731450873,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1658,2016,7499.7727395414,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1659,2017,8423.6975596562,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1660,2018,8863.3491743931,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1661,2019,9093.43166012,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1662,2020,8367.3271590664,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1663,2015,12010.7123648982,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1664,2016,13072.1322301285,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1665,2017,13753.8320539223,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1666,2018,14916.7943797238,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1667,2019,15847.1340401587,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1668,2020,15611.7913059942,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1669,2015,15547.1643247545,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1670,2016,17260.4565424384,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1671,2017,17253.6874951645,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1672,2018,18058.060955774,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1673,2019,18528.5884353174,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1674,2020,16920.8466745308,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1675,2015,14744.1136344696,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1676,2016,14256.163385421,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1677,2017,14524.6135408175,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1678,2018,15020.4382238881,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1679,2019,15388.2349159911,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1680,2020,14836.3071009143,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1681,2015,62540.6252209261,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1682,2016,56297.2267116989,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1683,2017,60994.5315563275,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1684,2018,61839.1175656081,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1685,2019,64724.1323936862,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1686,2020,65661.6939297088,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1687,2015,18343.1107773187,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1688,2016,20019.5912818443,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1689,2017,21387.2766420381,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
